#  Table F110W_filter.tab  Thu 14:41:52 08-May-2014
#      WAVELENGTH      THROUGHPUT
#           angstroms                
     9550.975        0.416537
     9551.751       0.4166152
     9552.521       0.4166928
     9553.293       0.4168045
     9554.074       0.4169227
     9554.845       0.4170394
     9555.621       0.4171571
     9556.398       0.4172749
     9557.175       0.4173923
     9557.951       0.4175099
     9558.728       0.4176275
     9559.494       0.4177437
     9560.275       0.4178716
     9561.047       0.4180156
     9561.824       0.4181609
     9562.601       0.4183059
     9563.378       0.4184943
     9564.155       0.4186841
     9564.933       0.4188738
     9565.704       0.4190621
     9566.481       0.4192521
     9567.253       0.4194406
     9568.031       0.4196306
     9568.809       0.4198205
      9569.58       0.4200091
     9570.358       0.4201992
     9571.141       0.4203901
     9571.913       0.4205787
     9572.691       0.4207728
     9573.469       0.4210062
     9574.241        0.421238
      9575.02       0.4214718
     9575.797       0.4217055
     9576.575       0.4219391
     9577.354       0.4221731
     9578.132       0.4224072
     9578.904       0.4226394
     9579.683       0.4228734
     9580.461       0.4230909
     9581.234       0.4232955
     9582.013       0.4235016
     9582.792       0.4237146
     9583.564       0.4239501
     9584.344       0.4241877
     9585.128        0.424427
     9585.901        0.424663
      9586.68       0.4249005
     9587.459       0.4251383
     9588.232       0.4253744
     9589.012       0.4256121
     9589.791         0.42585
      9590.57       0.4261082
      9591.35       0.4263743
     9592.129       0.4266401
     9592.902       0.4269018
     9593.677       0.4271598
     9594.456        0.427419
     9595.236       0.4276789
     9596.016       0.4279385
     9596.795       0.4281983
     9597.575       0.4284584
     9598.345       0.4287149
      9599.13       0.4289766
     9599.915       0.4292384
     9600.685       0.4294841
     9601.465        0.429732
     9602.244       0.4299796
      9603.02       0.4302058
     9603.805       0.4304146
     9604.585       0.4306221
      9605.36       0.4308285
     9606.141        0.431036
     9606.922       0.4312438
     9607.696       0.4314499
     9608.478       0.4316579
     9609.258       0.4318655
     9610.033       0.4320708
     9610.814         0.43225
     9611.596        0.432429
     9612.371       0.4326067
     9613.157       0.4327624
     9613.938       0.4329046
     9614.714       0.4330458
     9615.495       0.4331881
     9616.276       0.4333304
     9617.053       0.4334718
     9617.834       0.4336141
     9618.621       0.4337575
     9619.397       0.4338988
     9620.179       0.4340476
     9620.961       0.4342186
