#F160W ,      WAVELENGTH      THROUGHPUT
            7999.              0.
         7999.614     1.695320E-6
         8000.224     5.166406E-5
         8000.839     5.166293E-5
         8001.454     5.166176E-5
         8002.069     5.166063E-5
         8002.684     5.165948E-5
         8003.299     5.165832E-5
          8003.91     5.165716E-5
         8004.525     5.165601E-5
          8005.14     5.165486E-5
         8005.751     5.165372E-5
         8006.367     5.165255E-5
         8006.978     5.165140E-5
         8007.593     5.165023E-5
         8008.208     5.164908E-5
         8008.824     5.164792E-5
         8009.435     5.164676E-5
         8010.051     5.164561E-5
         8010.667     5.164486E-5
         8011.278     5.164409E-5
         8011.894     5.164331E-5
         8012.509     5.164254E-5
         8013.125     5.164177E-5
         8013.741     5.164100E-5
         8014.357     5.164021E-5
         8014.973     5.163944E-5
         8015.584     5.163867E-5
         8016.201     5.163788E-5
         8016.817     5.163711E-5
         8017.428     5.163632E-5
         8018.044     5.163554E-5
         8018.666     5.163475E-5
         8019.277     5.163397E-5
         8019.894     5.163317E-5
          8020.51     5.163257E-5
         8021.122     5.163199E-5
         8021.734     5.163141E-5
         8022.351     5.163083E-5
         8022.963     5.163025E-5
          8023.58     5.162965E-5
         8024.201     5.162906E-5
         8024.813     5.162849E-5
          8025.43     5.162790E-5
         8026.046     5.162732E-5
         8026.659     5.162673E-5
         8027.276     5.162613E-5
         8027.893     5.162553E-5
         8028.505     5.162495E-5
         8029.123     5.162435E-5
         8029.744     5.162375E-5
         8030.357     5.162294E-5
         8030.974     5.162199E-5
         8031.591     5.162104E-5
         8032.204     5.162010E-5
         8032.822     5.161914E-5
         8033.439     5.161819E-5
         8034.052     5.161724E-5
         8034.669     5.161627E-5
         8035.292     5.161531E-5
         8035.905     5.161436E-5
         8036.518     5.161339E-5
         8037.136     5.161243E-5
         8037.749     5.161146E-5
         8038.367     5.161052E-5
         8038.984     5.160954E-5
         8039.598     5.160857E-5
         8040.216     5.160763E-5
         8040.838     5.160668E-5
         8041.452     5.160576E-5
          8042.07     5.160485E-5
         8042.688     5.160391E-5
         8043.306     5.160300E-5
          8043.92     5.160205E-5
         8044.539     5.160111E-5
         8045.157     5.160018E-5
         8045.771     5.159927E-5
         8046.394     5.159833E-5
         8047.012     5.159738E-5
         8047.626     5.159644E-5
         8048.245     5.159549E-5
         8048.863     5.159456E-5
         8049.477     5.159363E-5
         8050.096     5.159267E-5
         8050.715     5.159175E-5
         8051.329     5.159081E-5
         8051.948     5.158987E-5
         8052.567     5.158893E-5
         8053.181     5.158799E-5
           8053.8     5.158706E-5
         8054.419     5.158611E-5
         8055.034     5.158517E-5
         8055.653     5.158422E-5
         8056.272     5.158328E-5
         8056.887     5.158233E-5
         8057.511     5.158137E-5
          8058.13     5.158043E-5
         8058.745     5.157947E-5
         8059.364     5.157854E-5
         8059.984     5.157756E-5
         8060.599     5.157661E-5
         8061.218     5.157566E-5
         8061.838     5.157469E-5
         8062.453     5.157375E-5
         8063.077     5.157277E-5
         8063.697     5.157180E-5
         8064.312     5.157083E-5
         8064.932     5.156987E-5
         8065.552     5.156891E-5
         8066.167     5.156795E-5
         8066.788     5.156697E-5
         8067.403     5.156602E-5
         8068.019     5.156504E-5
         8068.639     5.156406E-5
         8069.263     5.156309E-5
         8069.879     5.156209E-5
           8070.5     5.156114E-5
          8071.12     5.156016E-5
          8071.74     5.155917E-5
         8072.356     5.155821E-5
         8072.977     5.155724E-5
         8073.597     5.155626E-5
         8074.217     5.155527E-5
         8074.838     5.155429E-5
         8075.458     5.155330E-5
         8076.075     5.155231E-5
         8076.696     5.155133E-5
         8077.316     5.155035E-5
         8077.933     5.154935E-5
         8078.554     5.154837E-5
         8079.174     5.154738E-5
         8079.791     5.154639E-5
         8080.417     5.154539E-5
         8081.038     5.154440E-5
         8081.654     5.154341E-5
         8082.271     5.154242E-5
         8082.892     5.154143E-5
         8083.509     5.154043E-5
          8084.13     5.153944E-5
         8084.751     5.153844E-5
         8085.369     5.153744E-5
         8085.995     5.153643E-5
         8086.616     5.153543E-5
         8087.233     5.153443E-5
         8087.854     5.153340E-5
         8088.476     5.153241E-5
         8089.094     5.153141E-5
         8089.715     5.153039E-5
         8090.337     5.152939E-5
         8090.955     5.152837E-5
         8091.581     5.152735E-5
         8092.203     5.152631E-5
          8092.82     5.152532E-5
         8093.442     5.152427E-5
         8094.064     5.152325E-5
         8094.682     5.152223E-5
         8095.304     5.152121E-5
         8095.926     5.152016E-5
         8096.544     5.151914E-5
         8097.171     5.151809E-5
         8097.789     5.151706E-5
         8098.407     5.151604E-5
         8099.029     5.151501E-5
         8099.652     5.151398E-5
         8100.274     5.151292E-5
         8100.892     5.151190E-5
         8101.515     5.151085E-5
         8102.138     5.150981E-5
          8102.76     5.150879E-5
         8103.383     5.150774E-5
         8104.006     5.150669E-5
         8104.625     5.150567E-5
         8105.247     5.150462E-5
          8105.87     5.150356E-5
         8106.489     5.150255E-5
         8107.112     5.150146E-5
         8107.735     5.150044E-5
         8108.358     5.149938E-5
         8108.981     5.149832E-5
         8109.604     5.149726E-5
         8110.224     5.149620E-5
         8110.847     5.149516E-5
          8111.47     5.149409E-5
         8112.085     5.149302E-5
         8112.708     5.149196E-5
         8113.332     5.149089E-5
         8113.956     5.148983E-5
         8114.579     5.148875E-5
         8115.203     5.148768E-5
         8115.822     5.148660E-5
         8116.446     5.148551E-5
          8117.07     5.148445E-5
         8117.689     5.148336E-5
         8118.313     5.148229E-5
         8118.937     5.148123E-5
         8119.561     5.148013E-5
         8120.185     5.147906E-5
         8120.809     5.147796E-5
         8121.429     5.147688E-5
         8122.053     5.147579E-5
         8122.677     5.147472E-5
         8123.297     5.147363E-5
         8123.921     5.147256E-5
         8124.546     5.147145E-5
          8125.17     5.147035E-5
         8125.795     5.146928E-5
         8126.419     5.146816E-5
          8127.04     5.146710E-5
          8127.66     5.146600E-5
         8128.285     5.146491E-5
         8128.909     5.146381E-5
         8129.529     5.146271E-5
         8130.154     5.146161E-5
         8130.784     5.146049E-5
         8131.404     5.145941E-5
         8132.029     5.145830E-5
         8132.654     5.145719E-5
         8133.275     5.145608E-5
           8133.9     5.145497E-5
         8134.525     5.145386E-5
         8135.146     5.145275E-5
         8135.771     5.145163E-5
         8136.401     5.145050E-5
         8137.022     5.144943E-5
         8137.647     5.144829E-5
         8138.272     5.144715E-5
         8138.894     5.144605E-5
         8139.519     5.144493E-5
         8140.145     5.144380E-5
         8140.766     5.144269E-5
         8141.392     5.144154E-5
         8142.022     5.144039E-5
         8142.643     5.143927E-5
         8143.265     5.143814E-5
         8143.891     5.143699E-5
         8144.512     5.143585E-5
         8145.138     5.143474E-5
         8145.764     5.143358E-5
         8146.386     5.143243E-5
         8147.012     5.143130E-5
         8147.643     5.143013E-5
         8148.264     5.142899E-5
         8148.891     5.142785E-5
         8149.517     5.142669E-5
         8150.139     5.142554E-5
         8150.765     5.142439E-5
         8151.392     5.142325E-5
         8152.014     5.142210E-5
          8152.64     5.142095E-5
         8153.271     5.141979E-5
         8153.894     5.141863E-5
          8154.52     5.141748E-5
         8155.147     5.141631E-5
         8155.769     5.141515E-5
         8156.396     5.141399E-5
         8157.023     5.141286E-5
          8157.65     5.141167E-5
         8158.268     5.141053E-5
         8158.899     5.140935E-5
         8159.526     5.140818E-5
         8160.149     5.140699E-5
         8160.776     5.140583E-5
         8161.404     5.140466E-5
         8162.026     5.140351E-5
         8162.654     5.140230E-5
         8163.281     5.140114E-5
         8163.904     5.139997E-5
         8164.536     5.139877E-5
         8165.164     5.139759E-5
         8165.787     5.139642E-5
         8166.415     5.139523E-5
         8167.042     5.139403E-5
         8167.665     5.139288E-5
         8168.293     5.139170E-5
         8168.921     5.139047E-5
         8169.544     5.138927E-5
